paragraph,label
"127. Jótállás kötelezettje: A jótállás kötelezettje az Alza. Arra kérjük a Fogyasztót, hogy jótállási igény érvényesítése esetén a Fogyasztó kijavítási vagy csere igényét az Alzánál jelentse be. Az Alza a beszállító partnereivel (például gyártókkal) kötött szerződésében kijelölt javítószolgálatokkal és szak szervizekkel (pl. magyarországi hivatalos márkaszerviz) működik együtt a jótállási igények kezelése kapcsán. Az Alza tehát a hozzá beérkező jótállási igényeket a partnerei (javítószolgálatok és szak szervizek) felé továbbítja. A Fogyasztó jótállási igényét a jótállási jegyen feltüntetett javítószolgálatnál (pl. magyarországi hivatalos márkaszerviz) is bejelentheti, az Alzánál történő bejelentés esetén azonban az Alza könnyebben tudja a jogszabályból fakadó kötelezettségeit teljesíteni, ami így a Fogyasztó számára is előnyös lehet.",3
"(8) Díjat, jutalékot, egyéb költséget és a szerződés egyéb feltételeit csak akkor jogosult a Bank egyoldalúan, a Szerződő Fél számára kedvezőtlenül módosítani, ha a jelen ÁSZF 7. pontjában a Bank számára meghatározott feltételek, illetve körülmények megváltozása azt indokolttá teszi.",2
"2.5. Megengedett felhasználás: Felhasználó a Weboldal használatának megkezdésével ráutaló magatartással elfogadja magára nézve kötelezőnek, hogy az adott Weboldalt és az azon keresztül elérhető adatbázist, tartalmat kizárólag az alábbi nem kereskedelmi jellegű magáncélokra használhatja: i. Weboldal megtekintése; ii. Felhasználó termékeinek és szolgáltatásainak hirdetésére; iii. hirdetéshez kapcsolódó egyéb, az Üzemeltető által nyújtott szolgáltatás igénybevételére; iv. online navigálás más honlapokra az adott Weboldalon elhelyezett linkeken keresztül; v. a Weboldalon alkalmasint rendelkezésre bocsátott egyéb funkciók használata.",3
"Kérhet kijavítást vagy kicserélést, kivéve, ha az ezek közül az Ön által választott igény teljesítése lehetetlen vagy az Eladó számára más igénye teljesítéséhez képest aránytalan többletköltséggel járna. Ha a kijavítást vagy a kicserélést nem kérte, illetve nem kérhette, úgy igényelheti az ellenszolgáltatás arányos leszállítását, vagy – végső esetben – a szerződéstől is elállhat.",3
"1.16. Az ÁSZF módosításai csak a hatálybalépésüket követően alkalmazandóak, visszamenőleges hatállyal nem alkalmazandók a Felhasználó és az Üzemeltető közötti szerződésre, kivéve, ha jogi vagy szabályozási kötelezettségből fakad a módosítás, vagy a módosítás a Felhasználóra előnyös. A módosítás hatályba lépését követően feladott apróhirdetésekre és létrejövő szerződésekre a módosított feltételek irányadók.",3
"• Jelszó: a Felhasználó által a Regisztráció során megadott, a regisztrációhoz kötött Szolgáltatás igénybevételéhez szükséges egyedi jelszó.",4
"A Szolgáltató távkonzultációs szolgáltatás ellenértékének kifizetése esetén alkalmazza az átutalásos fizetést, illetve egyéb kivételes esetekben lehetőséget biztosít a Páciens részére, hogy a szolgáltatás ellenértékét átutalás útján fizesse meg.",4
"11.1. A webáruházak szerzői jogi műnek minősülnek. Tilos a Szolgáltató előzetes, írásos hozzájárulása nélkül a webáruházakban megjelenő tartalmak vagy azok bármely részletének letöltése (többszörözése), újra nyilvánossághoz történő közvetítése, más módon való felhasználása, elektronikus tárolása, feldolgozása és értékesítése.",4
6.11.  A fogyasztó kizárólag az áru visszaküldésének költségét viseli.,3
A fogyasztónak az Árut a kijavítás vagy kicserélés teljesítése érdekében a vállalkozás rendelkezésére kell bocsátania.,4
"10.2 A Bank az Ügyfél részére küldendő írásos értesítéseit postai úton, az igénylőlapon megjelölt értesítési címre, illetőleg elektronikus úton küldi. A Bank az értesítés kézhezvételének, illetve elektronikus út esetén hozzáférésének elmaradásáért és az ebből származó esetleges károkért felelősségét kizárja.",3
3.3.3. A Bankszámlanyitás dokumentációs feltételei,4
"6.2.10. Üzemeltető választása szerint a fizetési késedelemről, illetve fizetési felszólításról, a hirdetés törléséről, elérhetetlenné tételéről, valamint a hirdetési csomagjainak tartalmát és/vagy díját érintő változásokról jogosult a hirdető Felhasználót vagy az admin felületén elérhető, üzenetek címszó alatt vagy pedig e-mail formájában tájékoztatni.",3
"3.3.4.5. A Bankszámlaszerződés megszűnésekor a Számlatulajdonos és a Bank kölcsönösen elszámolnak a jelen ÁSZF rendelkezései szerint; a Bank számára meg nem fizetett díjak, kamatok, költségek, jutalékok összegei a Bankszámlaszerződés megszűnésének napján egy összegben esedékessé válnak.",3
7. A teljesítés helye A teljesítés helyét a Felek Egyedi Szerződéses Megállapodásban állapíthatják meg.,2
Az e-mailben visszaigazolt várható szállítási határidő lejárta vagy annak módosulása esetén Szolgáltató e-mailben tájékoztatja a Felhasználót a szállítás várható alakulásáról.,4
"Jogfenntartás, tulajdonjogi kikötés - korábban már úgy rendelt Árut, hogy azt a kiszállítás során nem vette át (ide nem értve azt az esetet, amikor elállási jogával élt), vagy az Áru nem kereste jelzéssel érkezett vissza az eladóhoz, az Eladó a megrendelés teljesítését a vételár és a szállítási költségek előre történő megfizetéséhez köti.",3
"11. Az Alza semmilyen esetben sem ad engedélyt az Alza adatbázisainak lemásolására vagy módosítására, forráskódjának visszafejtésére, a forráskódba való jogosulatlan beavatkozás tilos. Tilos bármilyen automatikus eszközzel (pl. botokkal) adatot gyűjteni a Webáruházból, és tilos bármilyen kísérlet a rendszer biztonságának megkerülésére. Tilos a Webáruház rendszerének bármilyen szándékos megzavarása, túlterhelése vagy jogosulatlan manipulálása.",3
"A Bank a szerződésben meghatározott díjat, jutalékot, egyéb költséget és a szerződés egyéb feltételeit érintő módosítását annak hatálybalépését legalább 60 nappal megelőzően, a Kincstár honlapján megjelent Hirdetményben teszi közzé.",2
"Szolgáltató vállalja, hogy a jelen ÁSZF rendelkezéseit, és a Weboldalon közzétett információkat magára nézve kötelezőnek ismeri el, és kötelezettségei szerződésszerű teljesítése érdekében úgy jár el, ahogy az az adott helyzetben általában elvárható. ",3
"A vasúti társaság az Üzletszabályzatát, valamint annak módosítását – a vasúti igazgatási szerv jóváhagyását követő nyolc napon belül – a honlapján teszi közzé. Az Üzletszabályzat módosítása esetén az e tárgyban közzétett hirdetmény tartalmazza a megváltoztatott szabályokat és a hatálybalépés napját is. Az Üzletszabályzat a vasúti társaság honlapján díjmentesen megtekinthető és onnan letölthető. A vasúti társaság valamennyi pénztárában, valamint a személyes ügyintézéssel is foglalkozó ügyfélszolgálati pontokon lehetővé teszi az Üzletszabályzatba való betekintést. Az Üzletszabályzat kivonatát a vasúti társaság a csak Vasút-villamos vasútállomásainak (megállóhelyeinek) kivételével a vasútállomásokon és megállóhelyeken hirdetményben teszi közzé. A Díjszabás, a Menetdíjtáblázat és a közszolgáltatás megrendelője által előírt utazási kedvezmények egyedi szabályai külön kerülnek kiadásra, ezeket a vasúti társaság honlapján közzéteszi, valamint biztosítja, hogy az utas - arra irányuló kérése esetén - a pénztáraknál és a MÁV Személyszállítási Zrt. személyes ügyintézéssel is foglalkozó ügyfélszolgálati pontjainál megtekinthesse. . Ezen kívül a Menetdíjtáblázatok utasokat érintő kivonatát a vasúti társaság − a csak Vasút-villamos vasútállomásainak (megállóhelyeinek) kivételével − a vasútállomásokon hirdetményben teszi közzé.",1
"3.19. Amennyiben a Vevő a Terméket nem veszi át, és arra a szolgáltatást nem veszi igénybe és ezt az Eladó a Vatera Ügyfélszolgálatán jelzi, vagy erről a Vatera egyéb módon (pl. eladói értékelések) tudomást szerez, a Vatera jogosult a Vevő hozzáférését a Vatera szolgáltatásai használatához részlegesen (pl. a licitindítás, licitálás, vagy hirdetésfeladás funkciókból, stb.), vagy teljes egészében felfüggeszteni, illetve a Szolgáltatás nyújtását megtagadni addig, ameddig a tranzakciót (pl. az adásvételt) az Eladó sikeresnek, vagy teljesítettnek nem igazolja vissza.",4
"A Szolgáltató a szolgáltatás minőségére vonatkozó célértékeket az Előfizető állandó szolgáltatás-hozzáférési
pontjához legalább 10/100 Mbit kapacitású ethernet hálózati kártya igénybevételével történő csatlakozásának
alapulvételével határozta meg. Az állandó szolgáltatás-hozzáférési ponthoz USB port igénybevételével való
csatlakozás a szolgáltatás tényleges átviteli sebességét jelentősen csökkentheti.
Az Előfizető az Előfizetői Hozzáférési Ponthoz kizárólag megfelelőség tanúsítással és megfelelő interfész-szel
rendelkező szabványos Végberendezést csatlakoztathat.",1
"21. A felhasználói fiók törlésével a Fogyasztó elveszíti a hozzáférést a Fiókban tárolt számlához, jóváíráshoz, egyéb dokumentumokhoz, valamint az elektronikus könyvtárához, beleértve az e-könyveket, hangoskönyveket és egyéb digitális tartalmakat.",4
"A díjon felül a Vállalkozó csupán a pótmunka ellenértékét számolhatja el, többletmunkavégzés alapján a Vállalkozónak díj nem jár. ",4
"47.1. A DH1 elektronikus ügyintézés útján történő igénylése elektronikusan kezdeményezhető az egyes felsőoktatási intézmények tanulmányi rendszerébe történő belépést követően, onnan való átirányítással a Diákhitel Direktben, illetőleg közvetlenül a Diákhitel Direktben vagy annak mobil alkalmazásában. A Diákhitel Központ a Hitelfevevő hiteligénylése során a tanulmányi rendszerből indított igénylés esetén ezen rendszerből, közvetlenül a Diákhitel Direktből indított igénylés esetén pedig a Központi Azonosítási Ügynök szolgáltatás – lakcímadat esetében a Személyiadat- és Lakcímnyilvántartás szolgáltatás - közhiteles nyilvántartásából veszi át a személyazonosító adatokat (név, születési hely és idő, anyja neve, valamint az állandó lakcím). Amennyiben a személyazonosító adatok a tanulmányi rendszerből kerültek átvételre, a Diákhitel Központ ezen adatokat egyezteti a fenti közhiteles nyilvántartásokkal.",1
(3) Kétoldalú szerződés módosítás során a módosított adatok feltüntetése mellett az Adatlap kitöltési útmutatója alapján kell eljárni.,4
"Ha a Szolgáltató az Előfizető által megadott adatok ellenőrzésekor azt tapasztalja, hogy az Előfizető
által megadott adatok és a személy- és adatellenőrzésre szolgáló adatbázisok vezetésére jogosult
mindenkor illetékes minisztérium vagy hatóság által szolgáltatott adatok eltérnek, az Előfizető által
megadott adatok nem az Előfizető valós adatai, azok nyilvánvalóan hamisak, a Szolgáltató az Előfizetői
Szerződést érvénytelennek tekinti.",3
"A díj mértéke a Küldemény súlyától és méretétől függ, adateltérés (az Ügyfél és a DPD mérése közötti eltérés) esetén a DPD által megállapított adatok az irányadóak. A DPD minden esetben kalibrált vagy hitelesített eszközt használ a súly és térfogat megállapítására. ",4
5. A kezelt adatok köre: név és e-mail-cím.,4
"7. A BKK fenntartja jogát az ÁSZF egyoldalú módosítására. Az ÁSZF módosítása esetén a BKK Zrt. a fenti határidőben az Alkalmazáson keresztül értesítés küldésével is tájékoztatja a Regisztrált felhasználókat az ÁSZF vonatkozó módosításáról, illetve arról, hogyan tudják elfogadni a változásokat. Ha az ÁSZF-módosítás hatályba lépését követően a Felhasználó tovább használja a Szolgáltatást, azáltal a módosított feltételek szerinti tartalommal elfogadja az új ÁSZF-et.",3
